"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Language of Original Document","Document Type","Publication Stage","Open Access","Source","EID"
"Escudero I.M.; Gavilán J.M.; Sánchez-Matamoros G.","Escudero, Isabel María (23027767000); Gavilán, José María (57200423047); Sánchez-Matamoros, Gloria (36198509700)","23027767000; 57200423047; 36198509700","An approach to changes in the mathematical discourse generated in the process of defining; [Una aproximación a los cambios en el discurso matemático generados en el proceso de definir]","2014","Revista Latinoamericana de Investigacion en Matematica Educativa","17","1","","7","32","25","5","10.12802/relime.13.1711","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902014100&doi=10.12802%2frelime.13.1711&partnerID=40&md5=a35814ab679ad4f6c3980a61deab2373","Universidad de Sevilla, Spain","Escudero I.M., Universidad de Sevilla, Spain; Gavilán J.M., Universidad de Sevilla, Spain; Sánchez-Matamoros G., Universidad de Sevilla, Spain","On this work, we focus on a sociocultural perspective in order to set forth the changes that are manifested in the students' mathematical discourse when they try to define a mathematical object. We mainly establish whether it is possible to characterize the process of changing by using the tools as a result of the perspective described above. There were fifty-one participants, students between the ages of 16 and 21. This analysis allowed us to identify different changes on the students' mathematical discourse by the characterization of the identified relationships between their narrative and their routines manifested in the discourse. These changes have allowed us to get an approximate of the students' learning process.","High school students and first year of college; Mathematical definition; Mathematical discourse; Sociocultural perspective; To define","","English","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84902014100"
"Cantoral R.","Cantoral, Ricardo (56000894900)","56000894900","Identity and development: Mathematics education and relime; [Identidad y desarrollo: Matemática educativa y relime]","2009","Revista Latinoamericana de Investigacion en Matematica Educativa","12","2","","145","150","5","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952565210&partnerID=40&md5=755c590ee89e46f2eb098a1164301360","","","[No abstract available]","","","Spanish","Editorial","Final","","Scopus","2-s2.0-77952565210"
"Garii B.; Silverman F.","Garii, Barbara (25923806500); Silverman, Fredrick (36620055900)","25923806500; 36620055900","Beyond the classroom walls: Helping teachers recognize mathematics outside of the school","2009","Revista Latinoamericana de Investigacion en Matematica Educativa","12","3","","333","354","21","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149400738&partnerID=40&md5=5c3908297376fc5a44fb5b415bd53c28","Department of Curriculum and Instruction, Oswego, NY Estados Unidos, United States; University of Northern Colorado, Colorado, Estados Unidos, United States","Garii B., Department of Curriculum and Instruction, Oswego, NY Estados Unidos, United States; Silverman F., University of Northern Colorado, Colorado, Estados Unidos, United States","Primary school teachers often struggle to connect the mathematics they teach to meaningful real world experiences. This may be because, most of the time, classroom teachers who teach mathematics and professionals who use mathematics are members of different ethnomathematic communities of practice. Each community of practice uses different algorithms and vocabularies to explore similar mathematical ideas. A literature review of this subject and a research report of a related professional development initiative comprise this paper. Six teachers participated in a weeklong professional development project that exposed them to mathematical ideas and contexts that related to, but were different from, classroom mathematics. At the end of the week, all teachers articulated wider and deeper connections between their classroom practices and mathematics outside the school. This work suggests that teachers need encouragement and support to explore the edges between classroom and professional uses of mathematics. By doing so, teachers will be better able to help their own students recognize meaning for and of mathematics outside the classroom.","Communities of practice; Ethnomathematics; Primary school mathematics; Teacher education (mathematics)","","English","Article","Final","","Scopus","2-s2.0-78149400738"
"Canul E.; Dolores C.; Martínez-Sierra G.","Canul, Eduardo (51160909100); Dolores, Crisólogo (57115453400); Martínez-Sierra, Gustavo (37108780000)","51160909100; 57115453400; 37108780000","From global conception to local conception. the case of the tangent line in the framework of mathematical convention; [De la concepción global a la concepción local. el caso de la recta tangente en el marco de la convención matemática]","2011","Revista Latinoamericana de Investigacion en Matematica Educativa","14","2","","173","202","29","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053117543&partnerID=40&md5=65b15f93abf40123a27b8188ab0b8583","Benemérita y Centenaria Escuela Normal de Education Primaria Rodolfo Menendez de la Pena, Mexico; Centro de Investigation en Matematica Educativa (CIMATE), UAG, Mexico; Centro de Investigatión en Ciencia Aplicada, Tecnología Avanzada del Instituto Politécnico National, Mexico","Canul E., Benemérita y Centenaria Escuela Normal de Education Primaria Rodolfo Menendez de la Pena, Mexico; Dolores C., Centro de Investigation en Matematica Educativa (CIMATE), UAG, Mexico; Martínez-Sierra G., Centro de Investigatión en Ciencia Aplicada, Tecnología Avanzada del Instituto Politécnico National, Mexico","This document shows the results of research aiming to facilitate the transition from the global conception (Euclidean) of the tangent line to the local conception (Leibnizian) through mathematical convention. For this purpose, we designed a series of activities that led higher education students (1819 years old) to look for consensus, which would allow them to overcome the cognitive conflict resulting from the contradictory nature of the conception of tangent that touches a point on the curve with the conception that admits that it can be cut. The results indicate that most of the students were able to overcome the cognitive conflict by establishing a mathematical convention that redefines the Euclidean tangent and replaces it with the Leibnizian tangent.","Cognitive conflict; Euclidean tangent; Leibnizian tangent; Mathematical convention","","English","Article","Final","","Scopus","2-s2.0-80053117543"
"Ruiz-Higueras L.; García F.J.G.","Ruiz-Higueras, Luisa (51061304000); García, Francisco Javier García (56905153300)","51061304000; 56905153300","Analysis of didactic praxeologies in the management of mathematical modeling processes in childhood education; [Análisis de praxeologías didácticas en la gestión de procesos de modelización matemática en la escuela infantil]","2011","Revista Latinoamericana de Investigacion en Matematica Educativa","14","1","","41","70","29","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053075566&partnerID=40&md5=757296c63490b75daaccf21b39d32414","Universidad de Jaén, España, Spain","Ruiz-Higueras L., Universidad de Jaén, España, Spain; García F.J.G., Universidad de Jaén, España, Spain","The objective of this work is to describe and analyze, based upon the case study methodology, the praxeologies for the teaching of mathematics, resulting from performing mathematical modeling tasks arising in the mathematical modeling of a dynamic variation system, with the participation of one teacher and a group of childhood education students. We describe the set of mathematical praxeologies to be built from work done in regard to the system, placing special emphasis upon the analysis and characterization of the teaching practice and didactic logos of the teacher, using a theoretical framework that articulates the Anthropological Theory of Didactics with recent research done on the teacher's teaching action. The results open a promising dimension in the study and identification of effective approaches for the teaching of mathematics based on modeling.","Anthropological theory of didactics; Childhood education; Didactic activity of the teacher; Didactic praxeologies; Mathematical modeling","","English","Article","Final","","Scopus","2-s2.0-80053075566"
"da Silva Zago H.S.; Flores C.R.","da Silva Zago, Hellen Silva (51161011400); Flores, Cláudia Regina (42861328000)","51161011400; 42861328000","Uma proposta para relacionar arte e educação matemática","2010","Revista Latinoamericana de Investigacion en Matematica Educativa","13","3","","337","354","17","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053092284&partnerID=40&md5=4b1b5256a1de781be1fa31a2704ce261","Alice Júlia Teixeira. Sangão, Santa Catarina, Brazil; Universidade Federal de Santa Catarina, Florianópolis, Brazil","da Silva Zago H.S., Alice Júlia Teixeira. Sangão, Santa Catarina, Brazil; Flores C.R., Universidade Federal de Santa Catarina, Florianópolis, Brazil","This article studies the relationship between art and mathematics education. The fundamental question is ""how can art and mathematics be related and contribute to the teaching of geometry, where not only mathematical knowledge is at stake, but also the development of aesthetics and visualization?"". We focus on the relationship between art and education, emphasizing the use of this relationship in mathematics education. We try to understand that mathematical knowledge is not typical in works of art, but is a possible element for organizing the pictorial space and the thoughts of the artist. Thus, two works are analyzed in order to demonstrate how art and mathematics can be related to mathematics education. Finally, we will conclude that art and mathematics can be linked through the exercise of thought, by taking into consideration the mathematical aspect as a working suggestion in order to help to see the art.","Art and education; Mathematical visualization; Mathematics and art; Mathematics education; Teaching geometry","","Spanish","Article","Final","","Scopus","2-s2.0-80053092284"
"Jankvist U.T.","Jankvist, Uffe Thomas (16304249100)","16304249100","On empirical research in the field of using history in mathematics education","2009","Revista Latinoamericana de Investigacion en Matematica Educativa","12","1","","67","101","34","12","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952098222&partnerID=40&md5=3140c72abbd8156c8bb9177cd497d6fe","Department of Science, Systems and Models, Roskilde University, Denmark","Jankvist U.T., Department of Science, Systems and Models, Roskilde University, Denmark","This paper addresses the question of empirical research in the field of using history in Mathematics Education. More precisely, it focuses on what role empirical research may serve in the discussion of why to use history in mathematics education and how to do it. This is exemplified mainly by referring to two empirical research studies on the use of history in the Danish upper secondary mathematics program. Also it is illustrated how both the research design and research methodology of these two studies were dependant on the initial purpose of using history being concerned with history as a goal rather than history as a tool. Finally, perspectives are drawn on the possible benefits of increasing the amount of empirical research being done within the field of using history in mathematics education.","Empirical research; History as a goal; History as a tool; History in mathematics education; Research design and methodology; Students' beliefs and images of mathematics","","English","Article","Final","","Scopus","2-s2.0-77952098222"
"de la Fuente A.C.; Armenteros M.G.","de la Fuente, Ángel Contreras (36796233000); Armenteros, Manuel García (58386397800)","36796233000; 58386397800","Intended and personal meanings in a study process with the functional limit; [Significados pretendidos y personales en un proceso de estudio con el límite funcional]","2011","Revista Latinoamericana de Investigacion en Matematica Educativa","14","3","","277","310","33","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84055191490&partnerID=40&md5=633d29ea954810631598e948e0946c79","Universidad de Jaén, Spain","de la Fuente A.C., Universidad de Jaén, Spain; Armenteros M.G., Universidad de Jaén, Spain","The limit of a function is one of the most controversial concepts in mathematics education, to such an extent that its teaching and learning are a real challenge for researchers. Many papers have been prepared in relation to this mathematical object, which focus on areas such as APOS, the theory of epistemological obstacles and the TAD, and mathematical studies have even been developed based on their study. In this paper, based on the onto-semiotic approach to mathematical cognition and instruction, we go more in-depth into the intended, assessed and personal meanings of a study process regarding the limit of a function. The results indicate that, despite some intuitive classes being analyzed in relation to the limit (i.e. without using the metric definition of ε and δ), students encounter numerous semiotic conflicts when interrelating with said concept.","Institutional meanings; Limit of a function; Personal meanings; Semiotic conflict; Teaching and learning","","English","Article","Final","","Scopus","2-s2.0-84055191490"
"Rocha M.I.; Menino H.A.","Rocha, Maria Isabel (36619942600); Menino, Hugo Alexandre (57195636193)","36619942600; 57195636193","Development of number sense in multiplication. A case study with children of 7/8 years old; [Desenvolvimento do sentido do número na multiplicação. Um estudo de caso com crianças de 7/8 anos]","2009","Revista Latinoamericana de Investigacion en Matematica Educativa","12","1","","103","134","31","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149379092&partnerID=40&md5=6834fb638e63311a65b5c347757fbbeb","Escola Superior de Educação, Instituto Politécnico de Leiria, Leira, Portugal","Rocha M.I., Escola Superior de Educação, Instituto Politécnico de Leiria, Leira, Portugal; Menino H.A., Escola Superior de Educação, Instituto Politécnico de Leiria, Leira, Portugal","This article discusses the sense of number in multiplication based on a case study, under the auspices of the project ""Developing the sense of number: Perspectives and curricular demands"", carried out in Portugal with children between five and twelve years of age. The approach used was quantitative and interpretive in nature and took the form of a case study. The analysis centers on the strategies used by second grade children (7 or 8 years old) to solve multiplication problems included in a series of classroom tasks. The results show that the contexts of the tasks, situated in the rectangular model, facilitate comprehension of multiplication, its properties and numeric multiplicative relationships.","Calculation strategies; Learning path; Mathematics education; Multiplication; Real-situation problems; Sense of number","","Portuguese","Article","Final","","Scopus","2-s2.0-78149379092"
"Kataoka V.Y.; de Oliveira A.C.S.; de Souza A.A.; Rodrigues A.; de Oliveira M.S.","Kataoka, Veronica Yumi (26639475900); de Oliveira, Anderson Castro Soares (23011182000); de Souza, Ademária Aparecida (36172958900); Rodrigues, Adriano (55420226200); de Oliveira, Marcelo Silva (12804341400)","26639475900; 23011182000; 36172958900; 55420226200; 12804341400","2nd grade primary school statistics education in lavras, minas gerais, brazil: Evaluation and intervention; [A educac{ogonek}ão estatística no ensino fundamental ii em lavras, minas gerais, brasil: Avaliac{ogonek}ão e intervenc{ogonek}ão]","2011","Revista Latinoamericana de Investigacion en Matematica Educativa","14","2","","233","263","30","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053091870&partnerID=40&md5=dc4d85309f8310c7e54462e536fcdf8f","Universidade Bandeirante de São Paulo, Brazil; Universidade Federal do Mato Grosso, Brazil; Universidade Federal de Alagoas, Brazil; Centro Universitário do Sul de Minas e Fundacão Educacional de Oliveira, Brazil; Universidade Federal de Lavras, Departamento de Ciências Exatas, Brazil","Kataoka V.Y., Universidade Bandeirante de São Paulo, Brazil; de Oliveira A.C.S., Universidade Federal do Mato Grosso, Brazil; de Souza A.A., Universidade Federal de Alagoas, Brazil; Rodrigues A., Centro Universitário do Sul de Minas e Fundacão Educacional de Oliveira, Brazil; de Oliveira M.S., Universidade Federal de Lavras, Departamento de Ciências Exatas, Brazil","During the 1st stage of this paper, an evaluation was carried out of the teaching of statistics in second grade primary school by means of interviews with 21 mathematics teachers in schools in Lavras, MG. Most of the teachers had studied the discipline of statistics during their training. Despite this fact, when dealing with statistical concepts, they do so in a strictly descriptive way, with excessive formality and no context. During the 2nd stage, 3 pedagogical sessions were provided in order to discuss various statistical and probability concepts with teachers by applying teaching sequences. By the end, a maturing and adaptation of statistical reasoning was observed in the teachers but the need to plan more courses and workshops in relation to basic statistical concepts was confirmed in order to promote statistical literacy in students.","Basic teaching ii statistical literacy mathematics teachers statistical reasoning statistical education","","English","Article","Final","","Scopus","2-s2.0-80053091870"
"Roa-Fuentes S.; Oktac A.","Roa-Fuentes, Solange (36061494600); Oktac, Asuman (7801329711)","36061494600; 7801329711","Constructing a genetic decomposition: Theoretical analysis of the linear transformation concept; [Constructión de una descomposición genética: Análisis teórico del concepto transformación lineal]","2010","Revista Latinoamericana de Investigacion en Matematica Educativa","13","1","","89","112","23","16","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952558186&partnerID=40&md5=30aa13bcfe2471919800bf736df72932","Centro de Investigación y de Estudios Avanzados, Grupo Educación Matemática EDUMAT, Universidad Industrial de Santander UIS, Colombia; Centro de Investigación y de Estudios Avanzados, Instituto Politécnico Nacional, Mexico","Roa-Fuentes S., Centro de Investigación y de Estudios Avanzados, Grupo Educación Matemática EDUMAT, Universidad Industrial de Santander UIS, Colombia; Oktac A., Centro de Investigación y de Estudios Avanzados, Instituto Politécnico Nacional, Mexico","The aim of this paper is to present the process that we followed in order to prepare a genetic decomposition of the concept of linear transformation, showing the steps we took in its construction and the difficulties that we encountered. The design is based on a theoretical analysis determined by the research cycle related to APOS theory. We propose two genetic decompositions that describe two possible ways to construct this concept, one that uses the mechanism of interiorization and another that uses coordination.","APOS theory; Genetic decomposition; Linear algebra; Linear transformation","","Spanish","Article","Final","","Scopus","2-s2.0-77952558186"
"Radford L.; André M.","Radford, Luis (23005885700); André, Mélanie (36619562100)","23005885700; 36619562100","Brain, cognition and mathematics; [Cerebro, cognición y matemáticas]","2009","Revista Latinoamericana de Investigacion en Matematica Educativa","12","2","","215","250","35","16","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149374552&partnerID=40&md5=d5ce64113a3e69a23fea22d6fb1c920c","Université Laurentienne, ON, Canada","Radford L., Université Laurentienne, ON, Canada; André M., Université Laurentienne, ON, Canada","In this article, we discuss the problem of the relationship between brain, mathematics, and cognition. In the first part, we present some elements concerning the anatomy of the brain and its growth. Against this background and drawing on current neuroscience research, we offer a summary of the cerebral parts usually associated with arithmetic thinking and the transition from perceptual arithmetic (common to several species) to symbolic arithmetic (specific to the human species only). Our discussion then turns around brain research and algebra. The literature review offers a general panorama that points out the multimodal nature of cognition in general and mathematical cognition in particular. This multimodal nature of cognition is compatible at different levels with the ontogenetic development of the brain-a development that turns out to be strongly related to the cultural context. In the conclusions we suggest some problems and questions that may be useful contact points for a research program between educators and neuroscientists.","Algebra; Brain; Brain plasticity; Mathematics; Multimodality","","Spanish","Article","Final","","Scopus","2-s2.0-78149374552"
"Planas N.; Iranzo N.","Planas, Núria (8356282500); Iranzo, Núria (36619618800)","8356282500; 36619618800","Methodological considerations for interpretation of interactions in the mathematics classroom; [Consideraciones metodológicas para la interpretación de procesos de interacción en el aula de matemá ticas]","2009","Revista Latinoamericana de Investigacion en Matematica Educativa","12","2","","179","213","34","13","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952555343&partnerID=40&md5=a6d02df576357c6f6107c13124a99ddb","Universitat Autònoma, Barcelona, Spain","Planas N., Universitat Autònoma, Barcelona, Spain; Iranzo N., Universitat Autònoma, Barcelona, Spain","In this article, a part of model to analyze the description and interpretation of interactions inside the mathematics classroom is presented. The importance of real classroom cases that contribute to the deconstruction and interpretation of the mathematics classroom is argued from the double prospective of the mathematical content and the social interactions. To do so, the operational use and the integration of notions associated with different theoretical traditions, especially the ones related to mathematical practices, sociomathematical norms, and conflict of meanings are presented. Once the analytical model is described, its use is applied to a transcribed episode of a lesson in a secondary classroom of Barcelona, Spain. Finally, reflections about the interest and potential of the model to generate scientific knowledge about the interaction in teaching and learning mathematics situations are discussed.","Classroom data; Conflicts between meanings; Mathematical practices; Process of interaction; Sociomathematical norms","","Spanish","Article","Final","","Scopus","2-s2.0-77952555343"
"Aranda C.; Callejo M.L.","Aranda, Carmen (36343412500); Callejo, M. Luz (16411074100)","36343412500; 16411074100","Construction of the concept of linear dependence in a context of dynamic geometry: A case study; [Construcción del concepto de dependencia lineal en un contexto de geometría dinámica: Un estudio de casos]","2010","Revista Latinoamericana de Investigacion en Matematica Educativa","13","2","","129","158","29","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955629615&partnerID=40&md5=bed3823b688e42b89d6596c49a3a3b59","IES Pere Ma Orts i Bosch, Alicante, Spain; Departamento de Innovación y Formación Didáctica, Universidad de Alicante, Spain","Aranda C., IES Pere Ma Orts i Bosch, Alicante, Spain; Callejo M.L., Departamento de Innovación y Formación Didáctica, Universidad de Alicante, Spain","This article presents a teaching experiment in the domain of linear algebra in a context of dynamic geometry. It describes a hypothetical learning trajectory in order to construct the concept of linear dependence in terms of the mechanism of reflection on the effect-activity relationship. The results demonstrate that the simultaneous use of analytical and geometrical language, as well as the dynamic interaction with representation systems in a technological context, can encourage the generalizations required in order to develop reflexive abstraction processes that have a bearing on the creation of the concept of linear dependence.","Dynamic geometry; Generalization process; Linear dependence; Teaching experiment","","Spanish","Article","Final","","Scopus","2-s2.0-77955629615"
"Gálvez G.; Cosmelli D.; Cubillos L.; Leger P.; Mena A.; Tanter E.; Flores X.; Luci G.; Montoya S.; Soto-Andrade J.","Gálvez, Grecia (46861075600); Cosmelli, Diego (6602343550); Cubillos, Lino (51061105700); Leger, Paul (36087550600); Mena, Arturo (51061370600); Tanter, Éric (13104010300); Flores, Ximena (57225226976); Luci, Gina (51061437700); Montoya, Soledad (51061341100); Soto-Andrade, Jorge (6506649703)","46861075600; 6602343550; 51061105700; 36087550600; 51061370600; 13104010300; 57225226976; 51061437700; 51061341100; 6506649703","Cognitive strategies for mental calculation; [Estrategias cognitivas para el cálculo mental]","2011","Revista Latinoamericana de Investigacion en Matematica Educativa","14","1","","9","40","31","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053088171&partnerID=40&md5=da27b3a574463f1b7b7148a73082f001","Centro Félix Klein, Universidad de Santiago de Chile, Spain; Escuela de Psicología, Pontificia Universidad Católica de Chile, Spain; Centro de Investigación Avanzada en Educación, Departamento de Estudios Pedagógicos, Facultad de Fiosofía, Universidad de Chile, Spain; Departamento de Ciencias de la Computación, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Spain; Centro de Investigación Avanzada en Educación e Instituto de Matemáticas, Pontificia Universidad Católica de Valparaíso, Spain; Centro de Investigación Avanzada en Educación, Departamento de Ciencias de la Computación, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Spain; Colegio Abrazo de Maipú, Spain; Colegio Altazor, Automind Chile, Spain; Instituto de Matemáticas, Pontificia Universidad Católica de Valparaíso, Spain; Centro de Investigación Avanzada en Educación, Departamento de Matemáticas, Facultad de Ciencias, Universidad de Chile, Spain","Gálvez G., Centro Félix Klein, Universidad de Santiago de Chile, Spain; Cosmelli D., Escuela de Psicología, Pontificia Universidad Católica de Chile, Spain; Cubillos L., Centro de Investigación Avanzada en Educación, Departamento de Estudios Pedagógicos, Facultad de Fiosofía, Universidad de Chile, Spain; Leger P., Departamento de Ciencias de la Computación, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Spain; Mena A., Centro de Investigación Avanzada en Educación e Instituto de Matemáticas, Pontificia Universidad Católica de Valparaíso, Spain; Tanter E., Centro de Investigación Avanzada en Educación, Departamento de Ciencias de la Computación, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Spain; Flores X., Colegio Abrazo de Maipú, Spain; Luci G., Colegio Altazor, Automind Chile, Spain; Montoya S., Instituto de Matemáticas, Pontificia Universidad Católica de Valparaíso, Spain; Soto-Andrade J., Centro de Investigación Avanzada en Educación, Departamento de Matemáticas, Facultad de Ciencias, Universidad de Chile, Spain","We focus on the study of the variety of cognitive strategies, either idiosyncratic or learned, used by students in the first cycle of elementary education in Chile to practice activities of mental calculation. We present an analysis of performance in additive mental calculation tasks (addition and subtraction) of a sample of students from state-subsidized schools in middle and low-middle socioeconomic strata in the cities of Santiago and Valparaiso. We construct a catalogue of the strategies detected and a first version of a software developed by us and available in the internet, which enables us to assess the student's performance, including their response times. We also analyze the correlation between the performance in the proposed tasks (percentage of correct answers and response times) and the average school achievement in mathematics.","Cognitive modes; Cognitive strategies; Mental calculation; Metaphors; Response times","","English","Article","Final","","Scopus","2-s2.0-80053088171"
"Osorio F.C.; Che C.C.; Téllez L.S.","Osorio, Francisco Cordero (8641887000); Che, Claudia Cen (36343361700); Téllez, Liliana Suárez (57781597700)","8641887000; 36343361700; 57781597700","The functionings and forms of graphs in textbooks: An institutional practice in high school; [Los funcionamientos y formas de las gráficas en los libros de texto: Una práctica institucional en el bachillerato]","2010","Revista Latinoamericana de Investigacion en Matematica Educativa","13","2","","187","214","27","18","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955598983&partnerID=40&md5=d6d3b1a5b9ad7b942da612f4edd42059","Centro de Investigación y de Estudios Avanzados, Instituto Politécnico Nacional (Cinvestav-IPN), México, DF, Mexico; Centro de Formación e Innovación Educativa, Instituto Politécnico Nacional, México, DF, Mexico","Osorio F.C., Centro de Investigación y de Estudios Avanzados, Instituto Politécnico Nacional (Cinvestav-IPN), México, DF, Mexico; Che C.C., Centro de Investigación y de Estudios Avanzados, Instituto Politécnico Nacional (Cinvestav-IPN), México, DF, Mexico; Téllez L.S., Centro de Formación e Innovación Educativa, Instituto Politécnico Nacional, México, DF, Mexico","This article will provide a reference framework based on socio-epistemological theory in relation to the uses of graphs that generate institutional practices in high school. We will demonstrate that the functionings and forms of graphs maintain a dialectical relationship, even in textbooks, and that they redefine themselves in order to make way for other functionings and graphic forms, which expresses the development of the use of the graph in three aspects: the methods for the use of graphic representation, the understandings of graphs and their functionality.","Form; Functioning; Institutional practice; Redefining","","Spanish","Article","Final","","Scopus","2-s2.0-77955598983"
"Gascón J.","Gascón, Josep (8658915000)","8658915000","The three fundamental dimensions of a didactic problem, the case of elemental algebra; [Las tres dimensiones fundamentales de un problema didáctico. el caso del álgebra elemental]","2011","Revista Latinoamericana de Investigacion en Matematica Educativa","14","2","","203","231","28","25","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053060388&partnerID=40&md5=01e900741cb721f087202ad424d26538","Departamento de Matem áticas, Universitat Autònoma de Barcelona, Spain","Gascón J., Departamento de Matem áticas, Universitat Autònoma de Barcelona, Spain","In order to illustrate the purpose of the Didactics of Mathematics study, we suggest a heuristic pattern for the development of didactic problems demonstrated with elemental algebra. The pattern is structured around three basic or fundamental dimensions of said problems when they are constructed in the field of the Anthropological Theory of Didactics: epistemologica!, which puts mathematics at the heart of the problem; economic-institutional, which depersonalizes the didactic set of problems and delimits the minimum unit of analysis of the processes of study, and ecological, which emphasizes the conditions required so that the institutionalized study of mathematics is possible and reveals obvious restrictions of any kind that have an effect on said study.","Anthropological theory of didactics (ATD); Dimensions of a didactic problem (epistemological economic - institutional and ecological); Problem of elemental algebra","","English","Article","Final","","Scopus","2-s2.0-80053060388"
"Crespo C.C.; Farfán R.M.; Lezama J.","Crespo, Cecilia Crespo (36619526000); Farfán, Rosa María (6505848475); Lezama, Javier (36619588200)","36619526000; 6505848475; 36619588200","Some characteristics of the argumentations and the mathematics in scenarios without Aristotelian influence; [Algunas características de las argumentaciones y la matemática en escenarios sin influencia aristotélica]","2009","Revista Latinoamericana de Investigacion en Matematica Educativa","12","1","","29","66","37","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952555868&partnerID=40&md5=2656a9d3888d5d3dbd34018ab2a8baf1","Instituto Superior del Profesorado Dr. Joaquín V. González, Buenos Aires, Argentina; Departamento de Matemática Educativa, Centro de Investigación y Estudios Avanzados, Cinvestav, Mexico; Centro de Investigación en Ciencia Aplicada y Tecnología Avanzada, Cicata del IPN, Mexico","Crespo C.C., Instituto Superior del Profesorado Dr. Joaquín V. González, Buenos Aires, Argentina; Farfán R.M., Departamento de Matemática Educativa, Centro de Investigación y Estudios Avanzados, Cinvestav, Mexico; Lezama J., Centro de Investigación en Ciencia Aplicada y Tecnología Avanzada, Cicata del IPN, Mexico","This work shows, first, a characterization of cultural scenarios that did not have Aristotelian influence; hence its argumentations used are different than the ones originated in Greece. In such cultures some mathematical concepts were used in a way that took several centuries to be accepted in western thinking. This shows how culture affects forms of argumentation and posits the possibility of the development of mathematical concepts based on other thinking sources. Furthermore, this study describes some argumentation forms, present in the mathematical classroom, which are incorrect according to Aristotelian logic.","Argumentations; Sociocultural construction; Socioepistemologogy","","Spanish","Article","Final","","Scopus","2-s2.0-77952555868"
"Crespo C.C.; Farfán R.M.; Lezama J.","Crespo, Cecilia Crespo (36619526000); Farfán, Rosa María (6505848475); Lezama, Javier (36619588200)","36619526000; 6505848475; 36619588200","Argumentaciones y demostraciones: Una visión de la influencia de los escenarios socioculturales","2010","Revista Latinoamericana de Investigacion en Matematica Educativa","13","3","","283","306","23","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053129906&partnerID=40&md5=b9aa7a78b3d6c8766c196e449b068a37","Instituto Superior del Profesorado Dr. Joaquín V. González, Buenos Aires, Argentina; Departamento de Matemática Educativa, Centro de Investigación y Estudios Avanzados, Cinvestav, Mexico; Centro de Investigación en Ciencia Aplicada y Tecnología Avanzada, Cicata del IPN, Mexico","Crespo C.C., Instituto Superior del Profesorado Dr. Joaquín V. González, Buenos Aires, Argentina; Farfán R.M., Departamento de Matemática Educativa, Centro de Investigación y Estudios Avanzados, Cinvestav, Mexico; Lezama J., Centro de Investigación en Ciencia Aplicada y Tecnología Avanzada, Cicata del IPN, Mexico","This paper presents a vision of mathematical arguments and demonstrations from a socio-epistemological point of view. It allows us to understand that the arguments used in different settings are different to those of deductive arguments. The presence in classrooms of different types of arguments cannot always be explained using Aristotelian logic. Likewise, the non-appearance of forms based on Aristotelian logic in non-mathematical settings, provides us with the possibility of understanding that, with regards socio-cultural aspects, arguments are constructed in non-academic settings which are transferred by students to school settings, due to the fact that they simultaneously experience both settings.","Arguments; Setting; Socio-cultural construction; Socioepistemology","","Spanish","Article","Final","","Scopus","2-s2.0-80053129906"
